playerID;stint;minutes;rebounds;assists;steals;blocks;turnovers;careerDuration;pos;height;weight;college;birthDate;birthState;birthCountry;ethnicity;target
evansty01;1.0;2315.33;314.67;338.67;92.67;28.33;190.33;3;G;78.0;220.0;Memphis;1989-09-19;PA;USA;B;1.0
ewingpa01;1.0;2387.88;682.76;130.29;66.82;170.24;208.06;17;C-F;84.0;240.0;Georgetown;1962-08-05;;JAM;B;1.0
eyengch01;1.33;349.67;45.67;13.33;12.33;11.0;16.67;3;G-F;78.0;210.0;none;1989-06-22;;COD;B;0.0
faircjo01;1.33;379.5;87.17;19.17;0.0;0.0;30.83;6;F;79.5;205.0;Brigham Young;1943-04-28;CA;USA;W;0.0
farledi01;1.0;1274.0;175.67;128.67;0.0;0.0;0.0;3;G-F;76.0;190.0;Indiana;1932-04-13;;;W;0.0
farmajo01;1.0;1345.17;130.67;191.67;52.67;6.83;91.17;6;G;74.0;180.0;UCLA;1986-11-30;CA;USA;B;0.0
farmeji01;1.17;242.33;31.0;18.5;7.0;0.67;19.67;6;G;76.0;190.0;Alabama;1964-09-23;AL;USA;W;0.0
farmemi01;1.0;1360.38;303.5;89.38;0.0;0.0;0.0;9;F;79.0;210.0;San Francisco;1936-09-26;OK;USA;W;0.0
favorde01;1.33;970.33;279.0;27.33;22.33;44.33;60.0;3;F;82.0;246.0;Georgia Tech;1991-07-15;GA;USA;B;0.0
feickja01;1.33;718.83;239.17;23.17;19.5;15.0;25.33;7;F-C;80.0;255.0;Michigan State;1974-07-03;OH;USA;W;0.0
feitlda01;1.0;600.2;163.0;25.0;9.2;9.2;46.8;5;C;83.0;235.0;UTEP;1962-06-08;PA;USA;W;0.0
felixra01;1.1;1518.8;565.2;45.8;0.0;0.0;0.0;10;C;83.0;220.0;LIU;1930-12-10;NY;USA;B;0.0
feltora01;1.12;2322.88;223.0;448.5;95.88;12.88;176.62;8;G;73.0;198.0;North Carolina;1984-06-26;SC;USA;B;0.0
fernaru01;1.0;1491.25;152.0;138.25;62.25;10.0;71.5;4;G-F;78.0;185.0;none;1985-04-04;;ESP;W;0.0
fernser01;1.17;272.33;61.83;13.67;8.67;8.5;12.0;7;C-F;81.0;205.0;San Francisco;1953-11-01;CA;USA;W;0.0
ferraal01;1.0;1263.67;138.33;157.17;0.0;0.0;0.0;6;G-F;76.0;190.0;Michigan State;1933-07-06;NY;USA;W;0.0
ferredu01;1.0;794.0;102.91;46.27;27.45;9.55;46.27;11;F-G;78.0;209.0;Georgia Tech;1965-02-28;MD;USA;B;0.0
ferrybo01;1.0;1282.8;334.3;90.6;0.0;0.0;0.0;10;C-F;80.0;230.0;St. Louis;1937-05-31;MO;USA;W;0.0
ferryda01;1.0;1394.69;196.15;91.15;29.54;22.46;62.38;13;F;82.0;230.0;Duke;1966-10-17;MD;USA;W;0.0
fesenky01;1.0;221.4;53.8;8.0;3.8;10.6;13.2;5;C;84.0;235.0;none;1986-12-24;;UKR;W;0.0
fieldke01;1.2;538.4;92.8;37.6;19.4;7.6;36.2;5;F-G;77.0;220.0;UCLA;1962-02-09;IA;USA;B;0.0
finkeha01;1.0;762.89;239.0;47.33;1.11;1.11;0.0;9;C;84.0;240.0;Dayton;1942-04-20;NJ;USA;W;0.0
finlemi01;1.12;2235.53;282.59;190.88;58.59;19.0;95.82;17;G-F;79.0;215.0;Wisconsin;1973-03-06;IL;USA;B;1.0
finnda01;1.0;1132.33;182.67;188.67;0.0;0.0;0.0;3;G;73.0;185.0;St. John's (NY);1928-05-29;NY;USA;W;0.0
fishede01;1.06;1806.88;147.0;214.12;74.29;5.41;82.0;17;G;73.0;200.0;Arkansas-Little Rock;1974-08-09;AR;USA;B;0.0
fishma01;1.25;127.75;27.5;6.25;4.75;3.5;8.25;5;C;83.0;235.0;UNC-Wilmington;1969-11-18;IA;USA;W;0.0
fizerma01;1.0;1005.33;223.33;58.67;22.33;13.5;71.33;6;F;80.0;260.0;Iowa State;1978-08-10;MI;USA;B;0.0
fleisje01;1.0;882.0;152.0;108.0;0.0;0.0;0.0;6;G-F;74.0;190.0;NYU;1922-02-14;NY;USA;W;0.0
flemied01;1.0;1237.2;306.4;108.8;0.0;0.0;0.0;5;G-F;75.0;189.0;Niagara;1933-07-25;;;B;0.0
flemive01;1.0;2060.08;251.0;357.75;77.17;8.75;149.58;12;G;77.0;180.0;Georgia;1962-02-04;NY;USA;B;0.0
floydsl01;1.13;1758.87;166.27;345.0;74.67;14.33;150.07;15;G;75.0;170.0;Georgetown;1960-03-06;NC;USA;B;0.0
flynnjo01;1.25;934.5;76.75;158.5;30.5;1.75;95.5;4;G;72.0;185.0;Syracuse;1989-02-06;NY;USA;B;0.0
flynnmi01;1.0;1125.33;145.67;151.33;47.33;8.33;52.0;3;G;74.0;180.0;Kentucky;1953-07-31;;MOR;W;0.0
fordal02;1.0;174.67;41.33;3.67;2.0;2.67;12.33;3;F;81.0;275.0;Houston;1981-05-29;TX;USA;B;0.0
fordch01;1.09;2003.91;217.64;247.18;104.73;17.45;66.0;11;G-F;77.0;190.0;Villanova;1949-01-11;NJ;USA;W;0.0
forddo01;1.12;1162.62;211.38;80.88;34.25;17.38;37.0;8;F;80.5;215.0;Cal. St.-Santa Barbara;1952-12-31;CA;USA;W;0.0
fordph01;1.12;1687.88;106.75;385.38;73.62;3.62;165.75;8;G;73.5;170.0;North Carolina;1956-02-09;NC;USA;B;0.0
fordtj01;1.0;1486.0;166.25;311.88;62.0;7.0;130.88;8;G;70.0;165.0;Texas;1983-03-24;TX;USA;B;0.0
fortsda01;1.0;883.2;318.4;30.1;18.2;9.4;65.5;10;F;79.0;260.0;Cincinnati;1976-03-27;PA;USA;B;0.0
fostefr01;1.11;1012.89;141.67;66.78;6.33;0.89;0.0;9;F;77.0;210.0;Miami (OH);1946-03-18;OH;USA;B;0.0
fostegr01;1.13;531.6;112.73;23.4;6.27;12.93;31.0;15;F-C;83.0;240.0;UTEP;1968-10-03;CA;USA;W;0.0
fosteje01;1.0;1212.46;403.77;54.08;39.0;23.69;47.15;13;F-C;83.0;230.0;Southwest Texas State;1977-01-16;TX;USA;W;0.0
fostero01;1.0;1148.67;86.0;159.67;45.67;3.33;95.33;3;G;73.0;160.0;UCLA;1960-10-10;AL;USA;B;0.0
foustla01;1.0;1992.6;673.9;118.2;0.0;0.0;0.0;13;C-F;81.0;215.0;LaSalle;1928-06-24;OH;USA;W;0.0
fowlktr01;1.0;307.5;57.0;13.5;11.75;1.5;12.5;4;F;79.0;208.0;Fresno State;1976-04-11;CA;USA;B;0.0
foxji01;1.23;1330.31;425.0;92.38;11.62;6.08;0.0;13;C-F;81.0;220.0;South Carolina;1943-04-07;GA;USA;W;0.0
foxri01;1.0;1824.85;270.54;203.77;74.38;27.31;123.92;13;G-F;78.0;230.0;North Carolina;1969-07-24;ON;CAN;B;0.0
foyera01;1.0;1755.5;155.17;207.17;47.83;17.5;107.17;6;G;76.0;210.0;Villanova;1983-09-09;NJ;USA;B;0.0
foylead01;1.0;1088.17;288.42;28.67;22.0;99.42;49.75;13;C-F;82.0;250.0;Colgate;1975-03-09;;VIN;B;0.0
frahmri01;1.2;294.6;32.8;16.6;7.4;2.0;7.0;5;G;77.0;210.0;Gonzaga;1977-08-14;WA;USA;W;0.0
francst01;1.1;2163.3;321.5;347.3;84.6;22.3;203.0;10;G;75.0;193.0;Maryland;1978-02-21;MD;USA;B;1.0
frankte01;1.0;940.6;204.4;55.2;31.6;19.0;65.2;5;F-C;82.0;225.0;Western Kentucky;1965-04-26;IN;USA;B;0.0
frankwi01;1.0;421.33;133.33;21.67;2.0;1.67;48.67;3;F;79.0;220.0;Purdue;1949-10-19;VA;USA;B;0.0
franzro01;1.14;1416.0;304.0;95.43;0.0;0.0;108.86;7;F;79.0;205.0;Kansas;1945-10-20;KS;USA;W;0.0
fraziwa01;1.0;2381.92;371.54;387.69;52.38;4.85;10.69;13;G;76.0;200.0;Southern Illinois;1945-03-29;GA;USA;B;1.0
fraziwi01;1.0;1168.0;362.33;57.0;0.0;0.0;73.67;3;C-F;79.0;210.0;Grambling;1942-08-24;LA;USA;B;0.0
fredean01;1.0;546.67;93.33;45.0;25.33;15.0;44.0;3;F;79.0;205.0;Pepperdine;1964-12-07;CA;USA;B;0.0
freemdo01;1.1;2102.6;229.2;229.2;17.0;4.8;137.9;10;G;75.0;185.0;Illinois;1944-07-18;IL;USA;B;1.0
freewo01;1.07;1920.93;173.57;237.07;65.0;15.93;133.5;14;G;74.0;185.0;Guilford;1953-12-09;GA;USA;B;1.0
fritsji01;1.0;151.0;32.0;4.0;0.0;0.0;0.0;3;F-C;80.0;210.0;Hamline;1931-12-10;;;W;0.0
fryech01;1.0;1708.57;368.71;71.0;37.71;50.71;69.86;7;C;83.0;248.0;Arizona;1983-05-17;NY;USA;B;0.0
fryerbe01;1.33;790.0;75.67;118.67;40.0;3.33;5.67;3;G;75.0;185.0;Brigham Young;1949-12-25;WA;USA;W;0.0
fulksjo01;1.0;1496.67;285.33;96.33;0.0;0.0;0.0;8;F-C;77.0;190.0;Murray State;1921-10-26;KY;USA;W;0.0
fulleto02;1.0;500.0;134.8;9.2;6.8;12.0;29.2;5;F-C;83.0;255.0;North Carolina State;1974-07-25;NC;USA;W;0.0
fundela01;1.0;675.14;163.14;26.14;13.43;14.29;32.14;7;F;81.0;230.0;Ohio State;1970-12-15;OH;USA;B;0.0
furlote01;1.33;801.5;84.5;94.67;26.5;11.5;62.33;6;G-F;76.0;190.0;Michigan State;1954-10-18;MI;USA;B;0.0
gaborbi01;1.0;920.0;74.5;98.25;0.0;0.0;0.0;7;G-F;71.0;170.0;Syracuse;1922-05-13;;;W;0.0
gadzuda01;1.1;777.7;232.1;19.6;24.2;44.7;35.6;11;C;83.0;240.0;UCLA;1978-08-02;;HOL;B;0.0
gaineco01;1.0;200.4;13.8;49.4;7.8;0.8;14.4;5;G;75.0;195.0;Loyola Marymount;1965-06-01;CA;USA;B;0.0
gainere01;1.25;151.25;13.25;12.5;4.25;0.75;6.5;4;G;78.0;205.0;Louisville;1981-01-07;WI;USA;B;0.0
gainesu01;1.6;262.0;35.0;41.4;16.6;0.6;18.6;5;G;73.0;195.0;Georgia;1986-08-18;NY;USA;B;0.0
galemi01;1.15;1588.08;188.08;242.0;103.77;25.46;100.0;13;G;76.0;185.0;Elizabeth City State;1950-07-18;PA;USA;B;0.0
gallaha01;1.0;2259.0;840.57;129.86;0.0;0.0;0.0;10;F-C;78.0;210.0;NE Missouri State;1927-04-26;IL;USA;W;0.0
gallida01;1.2;1323.0;192.0;74.0;36.4;22.4;55.2;5;F;82.0;225.0;none;1988-08-08;;ITA;W;0.0
gambeda01;1.08;1168.5;305.17;59.92;0.0;0.0;0.0;14;F;78.0;215.0;Oregon State;1937-04-16;OR;USA;W;0.0
gamblke01;1.1;1448.9;145.4;129.9;46.8;17.6;58.5;11;F-G;77.0;210.0;Iowa;1965-11-13;IL;USA;B;0.0
garcifr01;1.0;1363.71;167.14;86.57;51.0;44.57;67.57;7;G-F;79.0;195.0;Louisville;1981-12-31;;DOM;B;0.0
gardnve01;1.0;507.0;112.0;37.0;0.0;0.0;0.0;3;F-C;77.0;200.0;Utah;1925-05-14;WY;USA;W;0.0
garlawi01;1.12;1673.88;179.12;302.62;84.25;10.0;121.88;8;G;74.0;170.0;SW Missouri State;1964-12-19;IN;USA;B;0.0
garmadi01;1.14;1736.43;249.71;159.14;0.0;0.0;0.0;7;G-F;75.0;200.0;Minnesota;1932-10-29;MN;USA;W;0.0
garnebi02;1.0;1315.0;324.5;98.25;39.75;43.25;83.0;4;F;81.0;221.0;Wyoming;1960-04-22;MO;USA;W;0.0
garneke01;1.0;2693.18;783.12;297.94;97.88;112.41;172.76;17;F;83.0;220.0;none;1976-05-19;SC;USA;B;1.0
garreca01;1.0;752.0;109.0;60.5;23.5;4.5;41.25;4;F;79.0;190.0;Oral Roberts;1956-07-11;TN;USA;B;0.0
garrede01;1.14;995.57;258.57;29.14;24.0;53.14;29.0;7;F-C;82.0;225.0;Indiana;1966-11-27;CA;USA;B;0.0
garredi01;1.17;1454.83;167.33;141.5;1.67;0.17;0.0;6;G;75.0;185.0;Southern Illinois;1947-01-31;IL;USA;B;0.0
garrero01;1.29;415.0;86.71;15.14;10.71;5.57;0.0;7;F;78.0;210.0;Florida State;1950-07-16;MS;USA;B;0.0
garripa01;1.0;1106.3;145.7;44.3;24.6;10.4;41.7;10;F;81.0;238.0;Notre Dame;1976-08-23;NV;USA;W;0.0
garrito01;1.5;786.33;83.5;142.17;44.33;3.67;57.17;6;G;74.0;185.0;Rhode Island;1966-07-07;RI;USA;B;0.0
gasolma01;1.0;2486.25;598.25;178.0;67.0;114.0;141.5;4;C;85.0;265.0;none;1985-01-29;;ESP;W;0.0
gasolpa01;1.08;2391.25;611.25;215.25;36.25;110.92;155.5;12;F;84.0;227.0;none;1980-07-06;;ESP;W;1.0
gatlich01;1.27;917.33;249.4;30.73;30.93;25.0;71.27;15;F-C;82.0;220.0;Old Dominion;1967-09-03;NJ;USA;B;0.0
gattike01;1.0;1103.0;258.56;49.33;32.22;36.33;66.89;9;F-C;80.0;225.0;Old Dominion;1964-05-23;NC;USA;B;0.0
gayru01;1.0;2633.33;418.0;141.0;97.33;64.83;166.33;6;F;81.0;220.0;Connecticut;1986-08-17;MD;USA;B;1.0
geeal01;1.6;625.4;107.4;31.4;26.0;7.2;35.8;5;G;78.0;220.0;Alabama;1987-05-29;FL;USA;B;0.0
geigema01;1.0;1222.1;315.8;38.8;30.6;34.7;74.4;10;C;84.0;243.0;Georgia Tech;1969-09-10;MA;USA;W;0.0
georgde01;1.0;1062.18;179.55;49.36;39.64;20.91;40.64;11;G-F;80.0;220.0;Augsburg (MN);1977-08-29;MN;USA;B;0.0
georgja01;1.11;1762.22;236.56;241.0;0.0;0.0;0.0;9;G;74.0;190.0;LaSalle;1928-11-13;PA;USA;W;0.0
georgta01;1.0;504.75;45.0;81.25;19.0;2.75;39.25;4;G;77.0;190.0;Connecticut;1968-05-29;NJ;USA;B;0.0
gerargu01;1.42;662.75;150.92;46.67;23.58;26.5;46.17;12;F-G;80.0;200.0;Virginia;1953-07-27;PA;USA;W;0.0
gervige01;1.07;2373.13;373.47;186.53;85.53;69.8;193.93;15;G-F;79.0;180.0;Eastern Michigan;1952-04-27;MI;USA;B;1.0
gianejo01;1.11;1516.67;354.22;92.44;25.0;54.0;30.56;9;C-F;82.0;220.0;Pacific;1950-06-10;CA;USA;W;0.0
gibbsdi01;1.2;861.6;124.8;51.8;13.4;7.0;0.0;6;F-G;77.0;200.0;UTEP;1948-12-20;IA;USA;W;0.0
gibsoda01;1.0;1399.5;122.0;115.5;35.5;13.67;57.0;6;G;74.0;190.0;Texas;1986-02-27;TX;USA;B;0.0
gibsota01;1.0;1743.33;467.0;58.33;38.67;97.0;81.67;3;F;81.0;225.0;USC;1985-06-24;NY;USA;B;0.0
giddejr01;1.33;82.0;18.0;4.33;3.33;0.67;6.0;3;G;77.0;215.0;New Mexico;1985-02-13;OK;USA;B;0.0
gilled01;1.0;289.29;29.57;30.86;14.86;2.0;19.71;8;G;72.0;190.0;Weber State;1978-08-16;CO;USA;B;0.0
gilliar01;1.13;1761.4;426.73;72.53;45.07;40.47;114.8;15;F-C;81.0;230.0;UNLV;1964-05-28;PA;USA;B;0.0
gillihe01;1.0;1878.25;271.88;278.12;46.12;6.12;0.0;8;G-F;75.0;185.0;Purdue;1947-04-05;NC;USA;B;0.0
gillke01;1.06;1842.56;250.12;184.06;94.94;27.0;108.38;16;G;77.0;195.0;Illinois;1968-05-25;IL;USA;B;0.0
gilmoar01;1.06;2618.56;907.22;169.44;36.0;176.61;218.11;18;C;86.0;240.0;Jacksonville;1948-09-21;FL;USA;B;1.0
ginobem01;1.0;1860.9;263.8;261.8;98.4;22.6;139.1;10;F;78.0;210.0;none;1977-07-28;;ARG;W;1.0
giricgo01;1.5;882.3;94.1;58.4;22.2;4.7;51.7;10;F;77.0;210.0;none;1977-06-20;;CRO;W;0.0
glassge01;1.33;557.83;85.33;49.67;21.67;9.67;29.83;6;G-F;77.0;221.0;Mississippi;1967-11-12;MS;USA;B;0.0
glennmi01;1.0;961.7;71.0;95.2;31.8;4.3;42.9;10;G;74.0;175.0;Southern Illinois;1955-09-10;GA;USA;B;0.0
glovedi01;1.14;875.86;128.14;65.0;33.29;9.29;52.86;7;G;77.0;220.0;Georgia Tech;1978-10-22;GA;USA;B;0.0
gminsmi01;1.18;1415.18;381.18;70.76;29.82;58.18;80.47;17;C;83.0;250.0;Duke;1959-08-03;CT;USA;W;0.0
golato01;1.09;2048.09;492.45;269.27;0.0;0.0;0.0;11;G-F;78.0;205.0;LaSalle;1933-01-13;PA;USA;W;0.0
goldwan01;1.33;412.58;29.92;61.42;13.92;0.75;22.0;12;G;73.0;175.0;Houston;1971-09-06;FL;USA;B;0.0
gomesry01;1.0;1918.0;319.57;101.57;50.14;11.14;78.43;7;F;79.0;250.0;Providence;1982-09-01;CT;USA;B;0.0
gondrgl01;1.0;1257.5;327.33;100.83;80.83;19.5;75.5;6;F-G;78.0;218.0;UNLV;1955-08-30;CO;USA;W;0.0
goodedr01;1.4;1227.67;344.4;54.2;33.33;29.4;72.73;15;F;82.0;230.0;Kansas;1981-09-24;CA;USA;B;0.0
goodrga01;1.0;2394.79;234.21;343.21;38.93;5.14;27.86;14;G;73.0;170.0;UCLA;1943-04-23;CA;USA;W;1.0
gordobe01;1.0;2217.0;204.0;207.0;56.25;11.88;167.5;8;G;75.0;200.0;Connecticut;1983-04-04;;ENG;B;1.0
gordoer01;1.0;1832.0;137.5;169.0;57.75;17.75;120.75;4;G;75.0;222.0;Indiana;1988-12-25;IN;USA;B;0.0
gordola01;1.0;645.25;64.75;73.5;32.0;7.75;59.25;4;G;75.0;185.0;Louisville;1962-06-24;MS;USA;B;0.0
gortama01;1.17;1011.33;322.17;27.0;20.0;52.33;40.67;6;F-C;83.0;240.0;none;1984-02-17;;POL;W;0.0
govange01;1.0;2547.22;791.0;240.44;15.44;10.78;179.67;9;F-C;82.0;220.0;St. Mary of the Plains;1942-01-02;NJ;USA;B;0.0
grabojo01;1.18;2047.27;540.91;130.82;0.0;0.0;0.0;17;F-C;79.0;195.0;none;1930-01-15;IL;USA;W;0.0
grahagr01;1.17;421.67;36.5;33.5;21.33;2.0;29.83;6;G;76.0;174.0;Indiana;1970-11-26;IN;USA;B;0.0
grahajo01;1.0;1019.5;176.33;34.5;22.33;7.17;51.5;6;F;79.0;225.0;Oklahoma State;1982-06-11;DE;USA;B;0.0
grahapa01;1.0;1118.0;144.33;117.33;62.0;10.67;72.0;3;F-G;78.0;200.0;Ohio University;1967-11-28;PA;USA;B;0.0
grahast01;1.38;369.88;54.5;15.0;7.12;3.0;19.62;8;G;78.0;215.0;Oklahoma State;1982-06-11;DE;USA;B;0.0
grandro01;1.5;145.33;27.17;9.67;5.17;1.0;8.5;6;F;78.0;215.0;New Orleans;1964-07-09;CA;USA;B;0.0
grangda01;1.0;2416.43;379.43;147.57;76.14;64.57;146.0;7;F;80.0;225.0;New Mexico  ;1983-04-20;LA;USA;B;1.0
grangst01;1.0;332.0;26.0;57.67;11.0;0.33;30.33;3;G;75.0;190.0;Villanova;1961-10-27;QU;CAN;B;0.0
grantbr01;1.0;1784.75;468.5;76.92;37.92;46.75;102.92;12;F;81.0;250.0;Xavier (OH);1972-03-05;OH;USA;B;0.0
grantga01;1.0;1049.58;106.92;250.83;68.33;5.75;105.67;13;G;75.0;185.0;Michigan;1965-04-21;OH;USA;B;0.0
grantgr01;1.44;372.22;27.56;83.44;17.89;0.89;25.67;9;G;67.0;140.0;Trenton State;1966-08-29;NJ;USA;B;0.0
grantha01;1.0;1864.55;312.36;110.82;54.45;38.91;64.91;11;F;80.0;195.0;Oklahoma;1965-07-04;GA;USA;B;0.0
grantho01;1.0;2271.82;555.47;151.47;67.24;66.82;76.65;17;F-C;82.0;215.0;Clemson;1965-07-04;GA;USA;B;0.0
grantpa01;1.33;37.0;6.0;1.0;0.67;0.33;3.0;3;C;83.0;245.0;Wisconsin;1974-01-06;PA;USA;W;0.0
granttr01;1.33;718.17;136.5;35.17;17.67;8.5;43.5;6;F;79.0;215.0;Kentucky State;1950-01-01;AL;USA;B;0.0
grayaa01;1.17;497.67;157.67;25.33;12.83;12.33;33.0;6;C;84.0;270.0;Pittsburgh ;1984-12-07;CA;USA;W;0.0
grayde01;1.33;57.67;13.0;2.33;3.0;1.0;3.0;3;F;78.0;230.0;Clemson;1972-03-31;MD;USA;B;0.0
grayeje01;1.11;918.44;143.78;70.44;30.11;7.22;53.56;10;F-G;76.0;200.0;Iowa State;1965-12-17;MI;USA;B;0.0
grayle01;1.25;1514.5;292.25;122.5;49.0;22.75;0.0;4;F;80.0;240.0;Long Beach State;1951-12-19;KS;USA;B;0.0
grayst01;1.12;432.12;127.5;18.5;8.0;16.62;30.38;8;C-F;84.0;235.0;UCLA;1963-05-27;;PCZ;W;0.0
greacbo01;1.0;118.33;22.33;13.67;0.0;0.0;0.67;3;F;79.0;206.0;Rutgers;1947-09-15;NJ;USA;W;0.0
greenac01;1.06;2150.12;557.24;82.35;60.76;32.12;84.35;17;F-C;81.0;220.0;Oregon State;1963-10-04;OR;USA;B;0.0
greenda01;1.08;1797.69;502.85;124.15;44.85;56.54;113.38;13;F-C;81.0;222.0;UCLA;1957-05-27;CA;USA;B;0.0
greenda02;1.0;576.33;86.67;31.0;22.0;16.67;25.67;3;G-F;78.0;210.0;North Carolina;1987-06-22;NY;USA;B;0.0
greendo01;1.0;1065.25;150.0;45.75;27.75;29.0;55.5;4;F;83.0;226.0;Syracuse;1988-02-21;;GER;B;0.0
greenge01;1.17;611.83;79.33;29.83;16.67;9.0;43.67;6;F;80.0;200.0;none;1986-01-26;TX;USA;B;0.0
greenje02;1.2;2116.8;349.4;103.2;56.8;37.8;113.0;5;F;81.0;228.0;Georgetown;1986-08-28;MD;USA;B;0.0
greenjo01;1.12;1539.0;567.69;90.56;0.0;0.0;0.0;16;F-C;77.0;200.0;Michigan State;1933-12-08;OH;USA;B;0.0
greenke02;1.33;208.33;33.67;5.33;3.0;3.67;16.67;3;F;78.0;210.0;Wake Forest;1964-10-11;FL;USA;B;0.0
greenla01;1.14;1043.43;364.29;44.29;7.0;9.71;8.57;7;F-C;79.0;210.0;Morehead State;1947-03-22;AL;USA;B;0.0
greenli01;1.0;296.75;18.75;45.5;12.25;1.5;19.5;5;G;73.0;185.0;Georgia;1970-03-07;MS;USA;B;0.0
greenlu01;1.0;311.67;107.0;10.0;0.0;0.0;25.0;3;F;79.0;190.0;LIU;1946-11-13;NY;USA;B;0.0
greenmi01;1.12;1416.75;397.62;73.38;40.62;94.0;87.12;8;C-F;82.0;200.0;Louisiana Tech;1951-08-06;MS;USA;B;0.0
greenor01;1.0;389.0;48.75;38.75;24.5;3.75;36.0;4;G;76.0;208.0;Louisiana-Lafayette;1982-02-04;FL;USA;B;0.0
greenri01;1.07;1551.4;121.27;348.07;89.87;3.4;105.53;15;G;72.0;170.0;Michigan;1954-08-18;IL;USA;B;0.0
greense01;1.0;223.0;28.33;15.0;11.0;4.33;21.0;4;F-G;77.0;210.0;Iona;1970-02-02;CA;USA;B;0.0
greensi01;1.11;1193.78;194.78;148.56;0.0;0.0;0.0;11;G-F;74.0;185.0;Duquesne;1933-08-20;NY;USA;B;0.0
greensi02;1.09;1204.27;375.27;57.73;33.55;20.27;94.36;11;F-C;81.0;220.0;UNLV;1961-01-04;NY;USA;B;0.0
greenst01;1.2;540.0;98.8;32.2;20.4;5.4;22.4;5;F;79.0;220.0;Indiana;1953-10-04;WI;USA;W;0.0
greenwi01;1.0;1308.11;116.67;93.89;35.0;8.89;65.78;9;G;76.0;200.0;Detroit Mercy;1981-07-28;MI;USA;B;0.0
greerha01;1.0;2652.53;377.67;302.67;0.0;0.0;0.0;15;G-F;74.0;175.0;Marshall;1936-06-26;WV;USA;B;1.0
gregoga01;1.14;1186.43;326.57;68.86;0.57;0.14;7.29;7;F-C;79.0;225.0;South Carolina;1945-08-13;WV;USA;W;0.0
greveke01;1.0;1524.6;159.4;124.7;39.2;11.2;74.8;10;G-F;77.0;205.0;Kentucky;1953-05-12;OH;USA;W;0.0
griffad01;1.1;799.5;151.2;65.3;43.6;5.9;33.1;10;G-F;77.0;215.0;Seton Hall;1974-07-04;KS;USA;B;0.0
griffda01;1.0;2140.3;251.9;162.7;93.1;25.2;163.2;10;G;76.0;190.0;Louisville;1958-06-16;KY;USA;B;1.0
griffed01;1.0;1344.4;348.8;47.2;21.0;103.6;45.4;5;F;81.0;220.0;Seton Hall;1982-05-30;PA;USA;B;0.0
griffpa01;1.0;1436.14;378.57;159.43;57.57;35.43;91.14;7;F-C;81.0;205.0;Western Michigan;1954-01-20;MI;USA;W;0.0
grossbo01;1.0;1571.88;281.62;185.12;76.88;45.12;91.12;8;F-G;78.0;200.0;Long Beach State;1953-08-03;CA;USA;W;0.0
grunfer01;1.0;1435.11;201.67;157.67;52.44;14.89;89.0;9;G-F;78.0;210.0;Tennessee;1955-04-24;;ROM;W;0.0
guarige01;1.0;270.5;73.5;9.0;0.0;0.0;0.0;4;F;77.0;220.0;George Washington;1937-09-13;PA;USA;W;0.0
gudmupe01;1.0;515.0;140.75;38.25;8.75;24.0;48.75;4;C;86.0;250.0;Washington;1958-10-30;;ISL;W;0.0
gueriri01;1.07;1960.5;305.57;300.79;0.0;0.0;0.0;14;G;76.0;195.0;Iona;1932-05-29;NY;USA;W;1.0
guglito01;1.29;1385.65;328.76;125.88;63.47;28.94;102.0;17;F;82.0;240.0;North Carolina State;1969-12-19;NY;USA;W;0.0
gunthda01;0.33;231.33;53.67;14.33;0.0;0.0;0.0;3;F;79.0;190.0;Iowa;1937-07-22;;;W;0.0
guokama02;1.38;1276.77;111.15;167.23;9.0;3.15;0.0;14;G-F;77.0;175.0;St. Joseph's (PA);1944-02-25;PA;USA;W;0.0
guytoaj01;1.0;618.5;40.0;72.5;9.5;6.0;30.5;3;G;73.0;175.0;Indiana;1978-02-13;IL;USA;B;0.0
hackeru01;1.33;153.33;30.33;10.33;5.0;3.0;8.0;3;F;81.0;210.0;Syracuse;1953-05-10;NY;USA;B;0.0
haddaha01;1.0;183.5;65.25;7.75;1.25;16.25;15.25;4;C;86.0;254.0;none;1985-05-19;;IRI;W;0.0
hagancl01;1.0;1851.85;427.31;203.54;0.0;0.0;22.62;13;F-G;76.0;210.0;Kentucky;1931-12-09;KY;USA;W;1.0
haganto01;1.33;305.33;37.67;45.0;0.0;0.0;22.67;3;G;75.0;185.0;Vanderbilt;1947-01-29;KY;USA;W;0.0
hairsha01;1.15;1871.54;616.85;97.54;8.92;2.15;0.0;13;F;79.0;225.0;NYU;1942-05-31;NC;USA;B;0.0
haislma01;1.0;213.5;32.75;4.0;3.75;8.5;9.75;4;F;82.0;230.0;Tennessee;1980-12-22;TN;USA;B;0.0
haleyja01;1.1;328.8;92.2;8.2;6.0;4.8;21.6;10;C-F;82.0;240.0;UCLA;1964-01-27;CA;USA;W;0.0
halimsh01;1.33;607.33;130.17;70.5;0.0;0.0;14.83;7;G-F;77.0;199.0;Utah State;1945-03-30;FL;USA;B;0.0
hallije01;1.33;358.33;48.33;38.67;0.0;0.0;0.0;3;G;77.0;190.0;Drake;1949-07-03;;;B;0.0
hamda01;1.11;575.33;107.0;25.44;15.11;17.11;34.22;9;F;79.0;220.0;Texas Tech;1973-07-23;MI;USA;B;0.0
hamilde01;1.0;465.25;110.5;28.0;0.0;0.0;24.75;4;F;80.0;210.0;Arizona State;1944-05-08;CA;USA;W;0.0
